gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2294564952	StillImage	image/jpeg	https://static.inaturalist.org/photos/45358641/original.jpeg?1563478157	https://www.inaturalist.org/photos/45358641					2013-08-21T14:37:07Z	Ron Frumkin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ron Frumkin
2283543007	StillImage	image/jpeg	https://dofbasen.dk/image_proxy.php?referer=gbif&mode=o&pic=22621177_20190504023345_485797593.jpg							Carsten Juhl			All rights reserved	Carsten Juhl
2269312677	StillImage	image/jpeg	https://static.inaturalist.org/photos/42422173/original.jpeg?1560964845	https://www.inaturalist.org/photos/42422173					2019-06-19T19:06:39Z	אריאל שמיר		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	אריאל שמיר
2251924300	StillImage	image/jpeg	https://static.inaturalist.org/photos/40143063/original.jpeg?1558975995	https://www.inaturalist.org/photos/40143063					2019-05-27T18:36:01Z	עומר וינר		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	עומר וינר
2251924300	StillImage	image/jpeg	https://static.inaturalist.org/photos/40143032/original.jpeg?1558975979	https://www.inaturalist.org/photos/40143032					2019-05-27T18:34:39Z	עומר וינר		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	עומר וינר
2251924300	StillImage	image/jpeg	https://static.inaturalist.org/photos/40143077/original.jpeg?1558976002	https://www.inaturalist.org/photos/40143077					2019-05-27T18:43:59Z	עומר וינר		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	עומר וינר
2251879175	StillImage	image/jpeg	https://static.inaturalist.org/photos/39873776/original.jpeg?1558778587	https://www.inaturalist.org/photos/39873776					2019-05-25T12:51:20Z	yedvab		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	yedvab
2251878786	StillImage	image/jpeg	https://static.inaturalist.org/photos/39873284/original.jpeg?1558777865	https://www.inaturalist.org/photos/39873284					2019-05-25T12:50:28Z	boazshacham		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	boazshacham
2247759094	StillImage	image/jpeg	https://dofbasen.dk/image_proxy.php?referer=gbif&mode=o&pic=22352965_20190327091343_595307668.jpg							Frank Desting			All rights reserved	Frank Desting
2247759094	StillImage	image/jpeg	https://dofbasen.dk/image_proxy.php?referer=gbif&mode=o&pic=22352965_20190327091355_854404834.jpg							Frank Desting			All rights reserved	Frank Desting
2244227896	StillImage	image/jpeg	https://static.inaturalist.org/photos/39102275/original.jpeg?1558096389	https://www.inaturalist.org/photos/39102275					2019-05-17T14:58:58Z	עומר וינר		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	עומר וינר
2244227896	StillImage	image/jpeg	https://static.inaturalist.org/photos/39102267/original.jpeg?1558096380	https://www.inaturalist.org/photos/39102267					2019-05-17T14:58:31Z	עומר וינר		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	עומר וינר
2243023685	StillImage	image/jpeg	https://static.inaturalist.org/photos/8960758/original.jpg?1499706623	https://www.inaturalist.org/photos/8960758					2017-07-10T16:54:45Z	Uriah Resheff		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Uriah Resheff
2243022642	StillImage	image/jpeg	https://static.inaturalist.org/photos/7533093/original.jpeg?1493533575	https://www.inaturalist.org/photos/7533093					2013-02-26T02:18:30Z	John Pereira		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Pereira
2242783204	StillImage	image/jpeg	https://static.inaturalist.org/photos/36972719/original.jpeg?1556539814	https://www.inaturalist.org/photos/36972719					2019-04-28T23:07:14Z	pfaucher		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pfaucher
